"Dist Code","Year","State Code","State Name","Dist Name","GROUNDNUT AREA (1000 ha)","GROUNDNUT PRODUCTION (1000 tons)","GROUNDNUT YIELD (Kg per ha)"
"111","2009","7","Maharashtra","Nanded","2.5","2.47","988.0"
"111","2010","7","Maharashtra","Nanded","6.8","7.82","1150.0"
"111","2011","7","Maharashtra","Nanded","7.8","7.74","992.31"
"111","2012","7","Maharashtra","Nanded","5.3","5.82","1098.11"
"111","2013","7","Maharashtra","Nanded","7.3","9.0","1232.88"
"111","2014","7","Maharashtra","Nanded","5.1","4.3","843.14"
"111","2015","7","Maharashtra","Nanded","4.8","2.6","541.67"
"111","2016","7","Maharashtra","Nanded","11.7","10.22","873.5"
"111","2017","7","Maharashtra","Nanded","3.94","2.7","686.82"
"112","2008","7","Maharashtra","Osmanabad","15.3","9.3","607.84"
"112","2009","7","Maharashtra","Osmanabad","14.4","7.43","515.97"
"112","2010","7","Maharashtra","Osmanabad","16.3","12.31","755.21"
"112","2011","7","Maharashtra","Osmanabad","15.6","11.05","708.33"
"112","2012","7","Maharashtra","Osmanabad","13.9","8.3","597.12"
"112","2013","7","Maharashtra","Osmanabad","15.3","15.9","1039.22"
"112","2014","7","Maharashtra","Osmanabad","12.2","4.2","344.26"
"112","2015","7","Maharashtra","Osmanabad","7.01","1.4","199.71"
"112","2016","7","Maharashtra","Osmanabad","9.7","6.8","701.03"
"112","2017","7","Maharashtra","Osmanabad","8.84","6.2","701.12"
"113","2008","7","Maharashtra","Buldhana","2.0","1.5","750.0"
"113","2009","7","Maharashtra","Buldhana","0.5","0.6","1200.0"
"113","2010","7","Maharashtra","Buldhana","0.8","0.83","1037.5"
"113","2011","7","Maharashtra","Buldhana","1.5","2.31","1540.0"
"113","2012","7","Maharashtra","Buldhana","1.2","1.64","1366.67"
"113","2013","7","Maharashtra","Buldhana","2.6","4.1","1576.92"
"113","2014","7","Maharashtra","Buldhana","3.8","4.1","1078.95"
"113","2015","7","Maharashtra","Buldhana","3.8","3.1","815.79"
"113","2016","7","Maharashtra","Buldhana","5.07","5.7","1124.26"
"113","2017","7","Maharashtra","Buldhana","2.22","3.0","1348.92"
"114","2008","7","Maharashtra","Akola","2.4","2.7","1125.0"
"114","2009","7","Maharashtra","Akola","2.0","3.3","1650.0"
"114","2010","7","Maharashtra","Akola","1.75","2.77","1582.86"
"114","2011","7","Maharashtra","Akola","2.8","5.38","1921.43"
"114","2012","7","Maharashtra","Akola","3.9","8.16","2092.31"
"114","2013","7","Maharashtra","Akola","4.5","7.2","1600.0"
"114","2014","7","Maharashtra","Akola","3.9","5.3","1358.97"
"114","2015","7","Maharashtra","Akola","4.9","4.5","918.37"
"114","2016","7","Maharashtra","Akola","13.0","13.3","1023.08"
"114","2017","7","Maharashtra","Akola","2.1","3.2","1520.19"
"115","2008","7","Maharashtra","Amarawati","1.8","1.0","555.56"
"115","2009","7","Maharashtra","Amarawati","1.7","1.93","1135.29"
"115","2010","7","Maharashtra","Amarawati","1.5","1.69","1126.67"
"115","2011","7","Maharashtra","Amarawati","1.9","2.31","1215.79"
"115","2012","7","Maharashtra","Amarawati","2.6","4.03","1550.0"
"115","2013","7","Maharashtra","Amarawati","3.8","6.0","1578.95"
"115","2014","7","Maharashtra","Amarawati","5.8","7.7","1327.59"
"115","2015","7","Maharashtra","Amarawati","7.9","11.0","1392.41"
"115","2016","7","Maharashtra","Amarawati","4.6","6.1","1326.09"
"115","2017","7","Maharashtra","Amarawati","3.37","4.0","1188.35"
"116","2008","7","Maharashtra","Yeotmal","3.0","3.1","1033.33"
"116","2009","7","Maharashtra","Yeotmal","1.2","1.67","1391.67"
"116","2010","7","Maharashtra","Yeotmal","7.14","8.9","1246.5"
"116","2011","7","Maharashtra","Yeotmal","6.2","8.08","1303.23"
"116","2012","7","Maharashtra","Yeotmal","8.7","14.33","1647.13"
"116","2013","7","Maharashtra","Yeotmal","10.0","12.5","1250.0"
"116","2014","7","Maharashtra","Yeotmal","9.4","11.5","1223.4"
"116","2015","7","Maharashtra","Yeotmal","13.0","12.3","946.15"
"116","2016","7","Maharashtra","Yeotmal","41.1","27.2","661.8"
"116","2017","7","Maharashtra","Yeotmal","3.14","3.8","1210.96"
"117","2008","7","Maharashtra","Wardha","1.3","1.1","846.15"
"117","2009","7","Maharashtra","Wardha","1.1","1.23","1118.18"
"117","2010","7","Maharashtra","Wardha","1.9","3.19","1678.95"
"117","2011","7","Maharashtra","Wardha","2.8","3.97","1417.86"
"117","2012","7","Maharashtra","Wardha","2.8","3.93","1403.57"
"117","2013","7","Maharashtra","Wardha","3.8","5.58","1468.42"
"117","2014","7","Maharashtra","Wardha","6.1","10.3","1688.52"
"117","2015","7","Maharashtra","Wardha","11.0","19.9","1809.09"
"117","2016","7","Maharashtra","Wardha","3.1","5.4","1741.94"
"117","2017","7","Maharashtra","Wardha","1.59","1.91","1201.77"
"118","2008","7","Maharashtra","Nagpur","6.3","4.5","714.29"
"118","2009","7","Maharashtra","Nagpur","6.1","5.11","837.7"
"118","2010","7","Maharashtra","Nagpur","4.5","4.02","893.33"
"118","2011","7","Maharashtra","Nagpur","3.3","2.82","854.55"
"118","2012","7","Maharashtra","Nagpur","2.9","3.9","1344.83"
"118","2013","7","Maharashtra","Nagpur","2.9","2.06","710.34"
"118","2014","7","Maharashtra","Nagpur","3.0","1.8","600.0"
"118","2015","7","Maharashtra","Nagpur","3.9","4.24","1087.18"
"118","2016","7","Maharashtra","Nagpur","4.3","6.7","1558.14"
"118","2017","7","Maharashtra","Nagpur","3.59","4.3","1197.1"
"119","2008","7","Maharashtra","Bhandara","0.1","0.1","1000.0"
"119","2009","7","Maharashtra","Bhandara","0.0","0.0","0.0"
"119","2010","7","Maharashtra","Bhandara","0.2","0.16","800.0"
"119","2011","7","Maharashtra","Bhandara","0.1","0.04","400.0"
"119","2012","7","Maharashtra","Bhandara","0.1","0.09","900.0"
"119","2013","7","Maharashtra","Bhandara","0.1","0.1","1000.0"
"119","2014","7","Maharashtra","Bhandara","0.0","0.0","0.0"
"119","2015","7","Maharashtra","Bhandara","0.0","0.0","0.0"
"119","2016","7","Maharashtra","Bhandara","0.01","0.0","500.0"
"119","2017","7","Maharashtra","Bhandara","0.0","0.0","400.0"
"120","2008","7","Maharashtra","Chandrapur","0.1","0.1","1000.0"
"120","2009","7","Maharashtra","Chandrapur","0.1","0.1","1000.0"
"120","2010","7","Maharashtra","Chandrapur","0.1","0.06","600.0"
"120","2011","7","Maharashtra","Chandrapur","0.0","0.0","0.0"
"120","2012","7","Maharashtra","Chandrapur","0.02","0.04","2000.0"
"120","2013","7","Maharashtra","Chandrapur","0.0","0.0","0.0"
"120","2014","7","Maharashtra","Chandrapur","0.0","0.0","0.0"
"120","2015","7","Maharashtra","Chandrapur","0.01","0.02","2000.0"
"120","2016","7","Maharashtra","Chandrapur","0.11","0.08","700.0"
"120","2017","7","Maharashtra","Chandrapur","0.03","0.04","1166.67"
"121","2008","3","Gujarat","Ahmedabad","2.17","3.25","1500.0"
"121","2009","3","Gujarat","Ahmedabad","2.28","2.58","1129.22"
"121","2010","3","Gujarat","Ahmedabad","1.81","3.23","1781.89"
"121","2011","3","Gujarat","Ahmedabad","2.21","4.14","1874.43"
"121","2012","3","Gujarat","Ahmedabad","1.81","2.99","1651.57"
"121","2013","3","Gujarat","Ahmedabad","1.85","3.61","1955.79"
"121","2014","3","Gujarat","Ahmedabad","2.12","7.48","3526.55"
"121","2015","3","Gujarat","Ahmedabad","1.87","7.93","4229.67"
"121","2016","3","Gujarat","Ahmedabad","4.95","13.46","2716.77"
"121","2017","3","Gujarat","Ahmedabad","3.64","10.63","2922.81"
"122","2008","3","Gujarat","Amreli","252.3","123.2","488.31"
"122","2009","3","Gujarat","Amreli","236.0","41.7","176.69"
"122","2010","3","Gujarat","Amreli","221.0","382.5","1730.77"
"122","2011","3","Gujarat","Amreli","115.9","44.2","381.36"
"122","2012","3","Gujarat","Amreli","85.2","9.0","105.63"
"122","2013","3","Gujarat","Amreli","141.22","444.59","3148.21"
"122","2014","3","Gujarat","Amreli","69.97","87.48","1250.25"
"122","2015","3","Gujarat","Amreli","101.51","219.82","2165.5"
"122","2016","3","Gujarat","Amreli","140.76","269.81","1916.85"
"122","2017","3","Gujarat","Amreli","126.66","197.33","1557.91"
"123","2008","3","Gujarat","Banaskantha","26.5","37.1","1400.0"
"123","2009","3","Gujarat","Banaskantha","27.1","51.0","1881.92"
"123","2010","3","Gujarat","Banaskantha","32.8","45.8","1396.34"
"123","2011","3","Gujarat","Banaskantha","45.9","109.9","2394.34"
"123","2012","3","Gujarat","Banaskantha","44.8","56.5","1261.16"
"123","2013","3","Gujarat","Banaskantha","57.46","102.28","1780.02"
"123","2014","3","Gujarat","Banaskantha","59.99","108.87","1814.8"
"123","2015","3","Gujarat","Banaskantha","60.66","112.93","1861.69"
"123","2016","3","Gujarat","Banaskantha","149.84","411.99","2749.48"
"123","2017","3","Gujarat","Banaskantha","131.19","288.21","2196.96"
"124","2008","3","Gujarat","Bharuch","4.9","8.5","1734.69"
"124","2009","3","Gujarat","Bharuch","5.5","8.9","1618.18"
"124","2010","3","Gujarat","Bharuch","7.8","14.0","1794.87"
"124","2011","3","Gujarat","Bharuch","9.4","17.8","1893.62"
"124","2012","3","Gujarat","Bharuch","3.9","7.8","2000.0"
"124","2013","3","Gujarat","Bharuch","2.75","5.88","2138.18"
"124","2014","3","Gujarat","Bharuch","1.11","2.1","1891.89"
"124","2015","3","Gujarat","Bharuch","0.74","1.2","1621.62"
"124","2016","3","Gujarat","Bharuch","0.58","0.99","1700.0"
"124","2017","3","Gujarat","Bharuch","0.63","1.34","2134.92"
"125","2008","3","Gujarat","Vadodara / Baroda","16.5","28.7","1739.39"
"125","2009","3","Gujarat","Vadodara / Baroda","8.3","14.4","1734.94"
"125","2010","3","Gujarat","Vadodara / Baroda","38.8","60.0","1546.39"
"125","2011","3","Gujarat","Vadodara / Baroda","40.6","67.3","1657.64"
"125","2012","3","Gujarat","Vadodara / Baroda","3.2","4.3","1343.75"
"125","2013","3","Gujarat","Vadodara / Baroda","5.46","12.27","2247.25"
"125","2014","3","Gujarat","Vadodara / Baroda","2.74","4.63","1689.78"
"125","2015","3","Gujarat","Vadodara / Baroda","1.51","2.4","1589.4"
"125","2016","3","Gujarat","Vadodara / Baroda","0.48","0.98","2045.74"
"125","2017","3","Gujarat","Vadodara / Baroda","1.77","4.16","2344.23"
"126","2008","3","Gujarat","Bhavnagar","125.2","145.0","1158.15"
"126","2009","3","Gujarat","Bhavnagar","95.2","62.0","651.26"
"126","2010","3","Gujarat","Bhavnagar","131.8","270.8","2054.63"
"126","2011","3","Gujarat","Bhavnagar","116.4","152.1","1306.7"
"126","2012","3","Gujarat","Bhavnagar","81.2","54.8","674.88"
"126","2013","3","Gujarat","Bhavnagar","123.53","295.58","2392.78"
"126","2014","3","Gujarat","Bhavnagar","68.63","126.99","1850.29"
"126","2015","3","Gujarat","Bhavnagar","81.76","144.89","1772.06"
"126","2016","3","Gujarat","Bhavnagar","113.42","368.06","3245.2"
"126","2017","3","Gujarat","Bhavnagar","95.58","227.55","2380.64"
"127","2008","3","Gujarat","Valsad","0.5","0.7","1400.0"
"127","2009","3","Gujarat","Valsad","0.4","0.4","1000.0"
"127","2010","3","Gujarat","Valsad","0.8","1.4","1750.0"
"127","2011","3","Gujarat","Valsad","1.0","1.5","1500.0"
"127","2012","3","Gujarat","Valsad","0.5","0.2","400.0"
"127","2013","3","Gujarat","Valsad","0.53","1.37","2584.91"
"127","2014","3","Gujarat","Valsad","0.43","0.84","1953.49"
"127","2015","3","Gujarat","Valsad","0.36","0.52","1444.44"
"127","2016","3","Gujarat","Valsad","0.27","0.44","1656.72"
"127","2017","3","Gujarat","Valsad","0.27","0.64","2380.6"
"128","2008","3","Gujarat","Dangs","5.2","7.4","1423.08"
"128","2009","3","Gujarat","Dangs","4.9","5.2","1061.22"
"128","2010","3","Gujarat","Dangs","4.0","7.3","1825.0"
"128","2011","3","Gujarat","Dangs","4.5","7.4","1644.44"
"128","2012","3","Gujarat","Dangs","0.4","1.0","2500.0"
"128","2013","3","Gujarat","Dangs","3.63","9.86","2716.25"
"128","2014","3","Gujarat","Dangs","2.84","5.64","1985.92"
"128","2015","3","Gujarat","Dangs","1.85","2.64","1427.03"
"128","2016","3","Gujarat","Dangs","2.49","3.57","1433.04"
"128","2017","3","Gujarat","Dangs","3.14","3.55","1129.85"
"129","2008","3","Gujarat","Jamnagar","399.4","656.5","1643.72"
"129","2009","3","Gujarat","Jamnagar","393.2","664.2","1689.22"
"129","2010","3","Gujarat","Jamnagar","396.3","717.4","1810.24"
"129","2011","3","Gujarat","Jamnagar","336.5","629.1","1869.54"
"129","2012","3","Gujarat","Jamnagar","199.3","16.0","80.28"
"129","2013","3","Gujarat","Jamnagar","365.83","1098.17","3001.86"
"129","2014","3","Gujarat","Jamnagar","304.18","592.93","1949.31"
"129","2015","3","Gujarat","Jamnagar","294.48","248.14","842.63"
"129","2016","3","Gujarat","Jamnagar","316.09","279.75","885.05"
"129","2017","3","Gujarat","Jamnagar","323.42","977.65","3022.88"
"130","2008","3","Gujarat","Junagadh","512.7","1022.8","1994.93"
"130","2009","3","Gujarat","Junagadh","495.1","542.6","1095.94"
"130","2010","3","Gujarat","Junagadh","525.9","1030.4","1959.31"
"130","2011","3","Gujarat","Junagadh","488.7","900.6","1842.85"
"130","2012","3","Gujarat","Junagadh","363.4","178.7","491.74"
"130","2013","3","Gujarat","Junagadh","472.03","1688.11","3576.28"
"130","2014","3","Gujarat","Junagadh","388.7","1076.39","2769.21"
"130","2015","3","Gujarat","Junagadh","385.57","423.6","1098.63"
"130","2016","3","Gujarat","Junagadh","443.23","942.9","2127.34"
"130","2017","3","Gujarat","Junagadh","450.78","945.49","2097.48"
"131","2008","3","Gujarat","Kheda","2.7","4.3","1592.59"
"131","2009","3","Gujarat","Kheda","2.0","2.5","1250.0"
"131","2010","3","Gujarat","Kheda","1.6","2.9","1812.5"
"131","2011","3","Gujarat","Kheda","2.0","3.4","1700.0"
"131","2012","3","Gujarat","Kheda","1.2","2.1","1750.0"
"131","2013","3","Gujarat","Kheda","0.88","2.25","2556.82"
"131","2014","3","Gujarat","Kheda","1.09","1.98","1820.73"
"131","2015","3","Gujarat","Kheda","1.52","2.37","1563.18"
"131","2016","3","Gujarat","Kheda","3.15","5.27","1672.67"
"131","2017","3","Gujarat","Kheda","3.21","7.21","2247.33"
"132","2008","3","Gujarat","Kutch","64.0","102.3","1598.44"
"132","2009","3","Gujarat","Kutch","86.2","139.2","1614.85"
"132","2010","3","Gujarat","Kutch","103.6","170.1","1641.89"
"132","2011","3","Gujarat","Kutch","106.3","190.2","1789.28"
"132","2012","3","Gujarat","Kutch","68.0","154.3","2269.12"
"132","2013","3","Gujarat","Kutch","83.02","179.91","2167.07"
"132","2014","3","Gujarat","Kutch","32.9","72.25","2196.05"
"132","2015","3","Gujarat","Kutch","31.03","74.61","2404.45"
"132","2016","3","Gujarat","Kutch","53.45","117.12","2191.3"
"132","2017","3","Gujarat","Kutch","54.79","128.92","2353.08"
"133","2008","3","Gujarat","Mehsana","6.53","9.04","1385.15"
"133","2009","3","Gujarat","Mehsana","4.82","4.92","1021.8"
"133","2010","3","Gujarat","Mehsana","4.99","9.17","1838.65"
"133","2011","3","Gujarat","Mehsana","5.49","9.46","1722.79"
"133","2012","3","Gujarat","Mehsana","6.09","5.06","830.84"
"133","2013","3","Gujarat","Mehsana","8.24","22.91","2778.93"
"133","2014","3","Gujarat","Mehsana","9.82","19.21","1957.03"
"133","2015","3","Gujarat","Mehsana","13.39","33.22","2480.55"
"133","2016","3","Gujarat","Mehsana","20.01","48.69","2433.26"
"133","2017","3","Gujarat","Mehsana","20.24","44.66","2206.0"
"134","2008","3","Gujarat","Panchmahal","4.3","7.1","1651.16"
"134","2009","3","Gujarat","Panchmahal","2.9","4.5","1551.72"
"134","2010","3","Gujarat","Panchmahal","5.1","9.2","1803.92"
"134","2011","3","Gujarat","Panchmahal","7.6","14.2","1868.42"
"134","2012","3","Gujarat","Panchmahal","6.3","13.1","2079.37"
"134","2013","3","Gujarat","Panchmahal","5.89","12.04","2044.14"
"134","2014","3","Gujarat","Panchmahal","3.48","6.21","1783.19"
"134","2015","3","Gujarat","Panchmahal","2.39","3.69","1541.44"
"134","2016","3","Gujarat","Panchmahal","4.52","7.56","1672.95"
"134","2017","3","Gujarat","Panchmahal","4.16","7.74","1860.87"
"135","2008","3","Gujarat","Rajkot","386.8","375.9","971.82"
"135","2009","3","Gujarat","Rajkot","367.4","100.3","273.0"
"135","2010","3","Gujarat","Rajkot","321.2","651.0","2026.77"
"135","2011","3","Gujarat","Rajkot","287.6","396.5","1378.65"
"135","2012","3","Gujarat","Rajkot","317.2","26.0","81.97"
"135","2013","3","Gujarat","Rajkot","434.3","1390.06","3200.69"
"135","2014","3","Gujarat","Rajkot","335.71","310.55","925.04"
"135","2015","3","Gujarat","Rajkot","334.13","542.81","1624.52"
"135","2016","3","Gujarat","Rajkot","343.96","542.3","1576.66"
"135","2017","3","Gujarat","Rajkot","320.55","873.87","2726.12"
"136","2008","3","Gujarat","Sabarkantha","60.8","62.8","1032.89"
"136","2009","3","Gujarat","Sabarkantha","63.1","71.9","1139.46"
"136","2010","3","Gujarat","Sabarkantha","77.5","122.2","1576.77"
"136","2011","3","Gujarat","Sabarkantha","78.9","94.5","1197.72"
"136","2012","3","Gujarat","Sabarkantha","79.5","184.9","2325.79"
"136","2013","3","Gujarat","Sabarkantha","94.86","99.47","1048.6"
"136","2014","3","Gujarat","Sabarkantha","60.87","179.35","2946.44"
"136","2015","3","Gujarat","Sabarkantha","64.11","149.03","2324.6"
"136","2016","3","Gujarat","Sabarkantha","100.26","145.43","1450.56"
"136","2017","3","Gujarat","Sabarkantha","94.69","244.48","2581.97"
"137","2008","3","Gujarat","Surat","15.1","26.3","1741.72"
"137","2009","3","Gujarat","Surat","15.6","27.6","1769.23"
"137","2010","3","Gujarat","Surat","21.4","31.3","1462.62"
"137","2011","3","Gujarat","Surat","21.4","37.1","1733.64"
"137","2012","3","Gujarat","Surat","10.0","19.4","1940.0"
"137","2013","3","Gujarat","Surat","10.5","18.16","1729.52"
"137","2014","3","Gujarat","Surat","9.25","16.27","1758.92"
"137","2015","3","Gujarat","Surat","6.06","10.56","1742.57"
"137","2016","3","Gujarat","Surat","6.37","11.82","1856.34"
"137","2017","3","Gujarat","Surat","5.4","10.27","1902.2"
"138","2008","3","Gujarat","Surendranagar","21.8","40.0","1834.86"
"138","2009","3","Gujarat","Surendranagar","12.6","13.0","1031.75"
"138","2010","3","Gujarat","Surendranagar","25.3","46.3","1830.04"
"138","2011","3","Gujarat","Surendranagar","15.9","37.4","2352.2"
"138","2012","3","Gujarat","Surendranagar","13.2","21.6","1636.36"
"138","2013","3","Gujarat","Surendranagar","18.15","48.52","2673.28"
"138","2014","3","Gujarat","Surendranagar","29.46","31.04","1053.57"
"138","2015","3","Gujarat","Surendranagar","30.28","50.79","1677.22"
"138","2016","3","Gujarat","Surendranagar","54.55","104.23","1910.79"
"138","2017","3","Gujarat","Surendranagar","38.68","92.12","2381.9"
"139","2008","10","Rajasthan","Ajmer","2.63","1.76","669.2"
"139","2009","10","Rajasthan","Ajmer","2.39","0.28","117.15"
"139","2010","10","Rajasthan","Ajmer","2.03","2.87","1413.79"
"139","2011","10","Rajasthan","Ajmer","2.67","3.62","1355.81"
"139","2012","10","Rajasthan","Ajmer","2.77","2.3","830.32"
"139","2013","10","Rajasthan","Ajmer","2.59","3.47","1339.77"
"139","2014","10","Rajasthan","Ajmer","2.08","2.82","1355.77"
"139","2015","10","Rajasthan","Ajmer","2.37","3.44","1451.48"
"139","2016","10","Rajasthan","Ajmer","1.82","2.42","1328.21"
"139","2017","10","Rajasthan","Ajmer","1.48","2.09","1408.63"
"140","2008","10","Rajasthan","Alwar","1.66","2.26","1361.45"
"140","2009","10","Rajasthan","Alwar","1.05","2.21","2104.76"
"140","2010","10","Rajasthan","Alwar","1.49","2.92","1959.73"
"140","2011","10","Rajasthan","Alwar","1.58","2.77","1753.16"
"140","2012","10","Rajasthan","Alwar","0.91","1.66","1824.18"
"140","2013","10","Rajasthan","Alwar","1.27","2.46","1937.01"
"140","2014","10","Rajasthan","Alwar","1.08","2.17","2009.26"
"140","2015","10","Rajasthan","Alwar","0.9","1.82","2022.22"
"140","2016","10","Rajasthan","Alwar","1.13","1.67","1467.84"
"140","2017","10","Rajasthan","Alwar","0.39","0.64","1627.55"
"141","2008","10","Rajasthan","Banswara","0.55","0.71","1304.63"
"141","2009","10","Rajasthan","Banswara","0.46","0.59","1277.62"
"141","2010","10","Rajasthan","Banswara","0.45","0.88","1963.17"
"141","2011","10","Rajasthan","Banswara","0.48","0.74","1543.26"
"141","2012","10","Rajasthan","Banswara","0.35","0.45","1281.65"
"141","2013","10","Rajasthan","Banswara","0.34","0.51","1497.95"
"141","2014","10","Rajasthan","Banswara","0.38","0.75","2008.8"
"141","2015","10","Rajasthan","Banswara","0.29","0.59","2011.3"
"141","2016","10","Rajasthan","Banswara","0.36","0.73","2046.64"
"141","2017","10","Rajasthan","Banswara","0.5","0.98","1953.11"
