"Dist Code","Year","State Code","State Name","Dist Name","RICE AREA (1000 ha)","RICE PRODUCTION (1000 tons)","RICE YIELD (Kg per ha)"
"631","2015","18","Himachal Pradesh","Kullu","1.34","1.76","1313.43"
"75","2008","5","Karnataka","Belgaum","71.24","93.41","1311.2"
"906","2008","2","Bihar","Saran","277.88","364.35","1311.18"
"12","2014","6","Madhya Pradesh","Mandla","209.0","274.0","1311.0"
"631","2017","18","Himachal Pradesh","Kullu","1.34","1.76","1308.04"
"631","2016","18","Himachal Pradesh","Kullu","1.33","1.74","1307.52"
"711","2011","8","Orissa","Puri","332.69","434.65","1306.47"
"631","2011","18","Himachal Pradesh","Kullu","1.41","1.84","1304.96"
"239","2012","16","Uttarakhand","Pithorgarh","26.21","34.18","1304.08"
"238","2013","16","Uttarakhand","Almorah","29.18","38.04","1303.63"
"631","2010","18","Himachal Pradesh","Kullu","1.42","1.85","1302.82"
"239","2009","16","Uttarakhand","Pithorgarh","28.77","37.47","1302.4"
"636","2014","18","Himachal Pradesh","Sirmaur","5.43","7.06","1300.18"
"128","2010","3","Gujarat","Dangs","18.0","23.4","1300.0"
"141","2011","10","Rajasthan","Banswara","28.93","37.54","1297.65"
"7","2011","6","Madhya Pradesh","Jabalpur","157.6","204.5","1297.59"
"124","2011","3","Gujarat","Bharuch","31.0","40.1","1293.55"
"711","2008","8","Orissa","Puri","388.43","502.43","1293.49"
"34","2013","6","Madhya Pradesh","Jhabua","18.82","24.32","1292.24"
"211","2016","12","Uttar Pradesh","Jhansi","11.66","15.05","1291.3"
"240","2014","16","Uttarakhand","Chamoli","20.21","26.09","1290.95"
"607","2009","17","Assam","Lakhimpur","209.55","270.24","1289.62"
"704","2009","8","Orissa","Dhenkanal","214.47","276.38","1288.67"
"240","2009","16","Uttarakhand","Chamoli","22.28","28.69","1287.7"
"239","2008","16","Uttarakhand","Pithorgarh","32.74","42.13","1286.81"
"243","2013","16","Uttarakhand","Garhwal","13.92","17.91","1286.64"
"239","2017","16","Uttarakhand","Pithorgarh","26.3","33.83","1286.44"
"99","2008","7","Maharashtra","Nasik","51.2","65.8","1285.16"
"99","2013","7","Maharashtra","Nasik","72.6","93.3","1285.12"
"38","2012","6","Madhya Pradesh","Raisen","35.34","45.38","1284.1"
"44","2010","1","Andhra Pradesh","Srikakulam","279.72","358.64","1282.12"
"903","2015","2","Bihar","Darbhanga","383.19","490.02","1278.79"
"710","2010","8","Orissa","Phulbani ( Kandhamal )","117.54","150.21","1277.95"
"903","2008","2","Bihar","Darbhanga","389.91","497.81","1276.73"
"239","2011","16","Uttarakhand","Pithorgarh","28.97","36.97","1276.15"
"239","2014","16","Uttarakhand","Pithorgarh","26.44","33.74","1276.1"
"7","2014","6","Madhya Pradesh","Jabalpur","179.0","228.0","1273.74"
"238","2017","16","Uttarakhand","Almorah","28.79","36.67","1273.68"
"149","2016","10","Rajasthan","Dungarpur","17.68","22.43","1268.54"
"128","2008","3","Gujarat","Dangs","17.9","22.7","1268.16"
"912","2009","2","Bihar","Gaya","262.55","332.92","1268.03"
"38","2010","6","Madhya Pradesh","Raisen","26.2","33.2","1267.18"
"213","2017","12","Uttar Pradesh","Jalaun","0.27","0.34","1264.93"
"19","2014","6","Madhya Pradesh","Sidhi","100.0","126.0","1260.0"
"100","2016","7","Maharashtra","Dhule","31.7","39.9","1258.68"
"124","2013","3","Gujarat","Bharuch","22.65","28.4","1253.86"
"238","2011","16","Uttarakhand","Almorah","32.47","40.71","1253.77"
"910","2010","15","Jharkhand","Santhal Paragana / Dumka","194.39","243.47","1252.48"
"905","2010","2","Bihar","Purnea","396.16","495.69","1251.24"
"36","2014","6","Madhya Pradesh","Khandwa / East Nimar","8.0","10.0","1250.0"
"238","2012","16","Uttarakhand","Almorah","31.56","39.4","1248.42"
"25","2010","6","Madhya Pradesh","Datia","5.7","7.1","1245.61"
"125","2011","3","Gujarat","Vadodara / Baroda","44.4","55.3","1245.5"
"631","2009","18","Himachal Pradesh","Kullu","1.43","1.78","1244.76"
"25","2011","6","Madhya Pradesh","Datia","5.0","6.2","1240.0"
"120","2011","7","Maharashtra","Chandrapur","315.0","390.29","1239.02"
"23","2014","6","Madhya Pradesh","Shivpuri","14.0","17.33","1237.86"
"99","2011","7","Maharashtra","Nasik","62.9","77.8","1236.88"
"36","2011","6","Madhya Pradesh","Khandwa / East Nimar","7.6","9.4","1236.84"
"9","2017","6","Madhya Pradesh","Chhindwara","34.01","42.06","1236.7"
"125","2010","3","Gujarat","Vadodara / Baroda","55.1","68.1","1235.93"
"103","2008","7","Maharashtra","Pune","61.2","75.5","1233.66"
"627","2008","18","Himachal Pradesh","Chamba","2.67","3.29","1232.21"
"2","2011","14","Chhattisgarh","Bastar","627.73","772.88","1231.23"
"34","2017","6","Madhya Pradesh","Jhabua","13.63","16.77","1230.37"
"242","2009","16","Uttarakhand","Tehri Garhwal","13.64","16.77","1229.47"
"102","2015","7","Maharashtra","Ahmednagar","14.0","17.2","1228.57"
"238","2015","16","Uttarakhand","Almorah","31.9","39.18","1228.21"
"164","2013","10","Rajasthan","Udaipur","5.29","6.49","1226.4"
"903","2009","2","Bihar","Darbhanga","368.42","450.9","1223.87"
"914","2010","15","Jharkhand","Dhanbad","10.78","13.18","1222.4"
"99","2014","7","Maharashtra","Nasik","71.2","86.7","1217.7"
"627","2012","18","Himachal Pradesh","Chamba","2.62","3.19","1217.56"
"634","2012","18","Himachal Pradesh","Mandi","19.95","24.28","1217.04"
"2","2017","14","Chhattisgarh","Bastar","660.36","801.82","1214.23"
"214","2008","12","Uttar Pradesh","Hamirpur","0.33","0.4","1212.12"
"118","2014","7","Maharashtra","Nagpur","78.8","95.5","1211.93"
"164","2017","10","Rajasthan","Udaipur","5.51","6.68","1210.68"
"118","2015","7","Maharashtra","Nagpur","88.7","107.3","1209.7"
"74","2009","5","Karnataka","Dharwad","78.97","95.47","1208.94"
"904","2009","2","Bihar","Saharsa","198.66","239.99","1208.04"
"704","2015","8","Orissa","Dhenkanal","165.51","199.94","1208.02"
"134","2016","3","Gujarat","Panchmahal","126.38","152.59","1207.35"
"239","2010","16","Uttarakhand","Pithorgarh","29.76","35.91","1206.65"
"627","2010","18","Himachal Pradesh","Chamba","2.62","3.16","1206.11"
"634","2013","18","Himachal Pradesh","Mandi","19.35","23.33","1205.68"
"634","2011","18","Himachal Pradesh","Mandi","19.86","23.94","1205.44"
"634","2010","18","Himachal Pradesh","Mandi","19.96","24.06","1205.41"
"634","2016","18","Himachal Pradesh","Mandi","18.75","22.6","1205.34"
"627","2015","18","Himachal Pradesh","Chamba","2.49","3.0","1204.82"
"627","2013","18","Himachal Pradesh","Chamba","2.54","3.06","1204.72"
"627","2017","18","Himachal Pradesh","Chamba","2.49","3.0","1203.93"
"627","2016","18","Himachal Pradesh","Chamba","2.46","2.97","1203.65"
"627","2011","18","Himachal Pradesh","Chamba","2.61","3.14","1203.07"
"29","2013","6","Madhya Pradesh","Ratlam","1.29","1.55","1201.55"
"213","2008","12","Uttar Pradesh","Jalaun","0.45","0.54","1200.0"
"77","2016","5","Karnataka","Bidar","0.52","0.63","1198.1"
"164","2016","10","Rajasthan","Udaipur","5.17","6.19","1197.52"
"636","2012","18","Himachal Pradesh","Sirmaur","5.65","6.75","1194.69"
"6","2015","14","Chhattisgarh","Surguja","369.32","440.9","1193.82"
"211","2008","12","Uttar Pradesh","Jhansi","5.73","6.84","1193.72"
"243","2014","16","Uttarakhand","Garhwal","14.57","17.36","1191.49"
"702","2011","8","Orissa","Bolangir","306.31","364.9","1191.28"
"99","2012","7","Maharashtra","Nasik","67.9","80.79","1189.84"
"905","2009","2","Bihar","Purnea","440.39","523.71","1189.2"
"74","2008","5","Karnataka","Dharwad","86.41","102.5","1186.21"
"636","2013","18","Himachal Pradesh","Sirmaur","5.48","6.49","1184.31"
"636","2010","18","Himachal Pradesh","Sirmaur","5.65","6.69","1184.07"
"636","2016","18","Himachal Pradesh","Sirmaur","5.31","6.29","1183.99"
"636","2017","18","Himachal Pradesh","Sirmaur","5.37","6.35","1183.9"
"5","2008","14","Chhattisgarh","Raigarh","423.29","500.83","1183.18"
"636","2015","18","Himachal Pradesh","Sirmaur","5.37","6.35","1182.5"
"712","2017","8","Orissa","Sambalpur","529.76","626.07","1181.8"
"103","2010","7","Maharashtra","Pune","60.9","71.92","1180.95"
"906","2015","2","Bihar","Saran","243.95","288.01","1180.61"
"18","2011","6","Madhya Pradesh","Rewa","120.4","141.8","1177.74"
"710","2011","8","Orissa","Phulbani ( Kandhamal )","102.18","120.19","1176.26"
"6","2008","14","Chhattisgarh","Surguja","382.59","449.93","1176.01"
"34","2016","6","Madhya Pradesh","Jhabua","17.0","19.99","1175.88"
"904","2010","2","Bihar","Saharsa","182.75","214.71","1174.88"
"243","2012","16","Uttarakhand","Garhwal","15.53","18.21","1172.57"
"713","2015","8","Orissa","Sundargarh","194.65","228.15","1172.1"
"164","2010","10","Rajasthan","Udaipur","5.42","6.35","1172.07"
"238","2008","16","Uttarakhand","Almorah","36.66","42.95","1171.58"
"75","2009","5","Karnataka","Belgaum","71.89","84.04","1169.01"
"1","2017","14","Chhattisgarh","Durg","841.13","983.21","1168.92"
"907","2010","2","Bihar","Patna","116.1","135.51","1167.18"
"23","2013","6","Madhya Pradesh","Shivpuri","14.63","17.06","1166.1"
"19","2015","6","Madhya Pradesh","Sidhi","118.0","137.33","1163.81"
"25","2009","6","Madhya Pradesh","Datia","4.3","5.0","1162.79"
"2","2008","14","Chhattisgarh","Bastar","627.78","729.33","1161.76"
"222","2015","12","Uttar Pradesh","Deoria","236.49","274.07","1158.91"
"164","2014","10","Rajasthan","Udaipur","5.27","6.1","1158.6"
"215","2015","12","Uttar Pradesh","Banda","57.82","66.82","1155.66"
"243","2011","16","Uttarakhand","Garhwal","15.98","18.44","1153.94"
"149","2017","10","Rajasthan","Dungarpur","17.17","19.73","1149.47"
"134","2011","3","Gujarat","Panchmahal","115.3","132.5","1149.18"
"213","2009","12","Uttar Pradesh","Jalaun","0.34","0.39","1147.06"
"27","2008","6","Madhya Pradesh","Bhind","10.3","11.81","1146.6"
"118","2009","7","Maharashtra","Nagpur","70.9","81.27","1146.26"
"634","2009","18","Himachal Pradesh","Mandi","20.16","23.09","1145.34"
"25","2013","6","Madhya Pradesh","Datia","12.14","13.9","1144.98"
"627","2009","18","Himachal Pradesh","Chamba","2.65","3.03","1143.4"
"24","2011","6","Madhya Pradesh","Guna","1.4","1.6","1142.86"
"903","2013","2","Bihar","Darbhanga","349.92","399.58","1141.92"
"29","2012","6","Madhya Pradesh","Ratlam","1.36","1.55","1139.71"
"91","2012","11","Tamil Nadu","Ramananthapuram","210.11","239.34","1139.12"
"12","2013","6","Madhya Pradesh","Mandla","212.68","242.15","1138.56"
"238","2009","16","Uttarakhand","Almorah","33.29","37.87","1137.58"
"211","2009","12","Uttar Pradesh","Jhansi","4.54","5.16","1136.56"
"214","2010","12","Uttar Pradesh","Hamirpur","0.22","0.25","1136.36"
"17","2013","6","Madhya Pradesh","Panna","80.65","91.51","1134.66"
"14","2015","6","Madhya Pradesh","Damoh","73.0","82.67","1132.47"
"707","2015","8","Orissa","Keonjhar","182.9","206.98","1131.66"
"134","2017","3","Gujarat","Panchmahal","127.96","144.13","1126.36"
"123","2015","3","Gujarat","Banaskantha","0.08","0.09","1125.0"
"13","2017","6","Madhya Pradesh","Sagar","5.06","5.69","1124.51"
"636","2009","18","Himachal Pradesh","Sirmaur","5.71","6.42","1124.34"
"215","2010","12","Uttar Pradesh","Banda","53.92","60.55","1122.96"
"7","2015","6","Madhya Pradesh","Jabalpur","169.0","189.33","1120.3"
"14","2013","6","Madhya Pradesh","Damoh","55.63","62.31","1120.08"
"5","2009","14","Chhattisgarh","Raigarh","420.75","470.53","1118.31"
"915","2014","15","Jharkhand","Palamau","43.82","48.98","1117.75"
"10","2009","6","Madhya Pradesh","Narsinghpur","13.4","14.9","1111.94"
"138","2008","3","Gujarat","Surendranagar","0.9","1.0","1111.11"
"214","2015","12","Uttar Pradesh","Hamirpur","0.09","0.1","1111.11"
"125","2008","3","Gujarat","Vadodara / Baroda","60.4","67.1","1110.93"
"164","2011","10","Rajasthan","Udaipur","5.9","6.55","1110.24"
"100","2010","7","Maharashtra","Dhule","28.4","31.38","1104.93"
"238","2010","16","Uttarakhand","Almorah","32.99","36.41","1103.67"
"124","2015","3","Gujarat","Bharuch","17.74","19.55","1102.03"
"128","2009","3","Gujarat","Dangs","15.8","17.4","1101.27"
"35","2017","6","Madhya Pradesh","Khargone / West Nimar","1.76","1.94","1100.0"
"213","2012","12","Uttar Pradesh","Jalaun","0.51","0.56","1098.04"
"164","2012","10","Rajasthan","Udaipur","5.14","5.64","1097.17"
"149","2013","10","Rajasthan","Dungarpur","22.89","25.09","1096.11"
"37","2010","6","Madhya Pradesh","Sehore","6.6","7.2","1090.91"
"2","2009","14","Chhattisgarh","Bastar","626.66","682.46","1089.04"
"711","2013","8","Orissa","Puri","334.95","364.58","1088.46"
"243","2010","16","Uttarakhand","Garhwal","17.18","18.65","1085.56"
"16","2016","6","Madhya Pradesh","Chhatarpur","8.0","8.66","1082.5"
"160","2009","10","Rajasthan","Swami Madhopur","1.15","1.24","1078.26"
"1","2015","14","Chhattisgarh","Durg","817.68","880.6","1076.95"
"6","2010","14","Chhattisgarh","Surguja","371.28","399.46","1075.9"
"243","2009","16","Uttarakhand","Garhwal","20.66","22.2","1074.54"
"243","2008","16","Uttarakhand","Garhwal","20.0","21.49","1074.5"
"707","2010","8","Orissa","Keonjhar","181.57","194.97","1073.8"
"141","2012","10","Rajasthan","Banswara","30.07","32.23","1071.85"
"14","2014","6","Madhya Pradesh","Damoh","66.0","70.67","1070.76"
"14","2011","6","Madhya Pradesh","Damoh","55.8","59.5","1066.31"
"13","2014","6","Madhya Pradesh","Sagar","5.0","5.33","1066.0"
"120","2014","7","Maharashtra","Chandrapur","301.5","319.6","1060.03"
"119","2009","7","Maharashtra","Bhandara","361.7","381.82","1055.63"
"141","2016","10","Rajasthan","Banswara","29.52","31.15","1055.47"
"913","2015","15","Jharkhand","Hazaribagh","182.45","191.96","1052.13"
"914","2015","15","Jharkhand","Dhanbad","15.15","15.88","1048.07"
"11","2009","6","Madhya Pradesh","Seoni / Shivani","116.8","122.4","1047.95"
"40","2009","6","Madhya Pradesh","Betul","44.1","46.2","1047.62"
"124","2009","3","Gujarat","Bharuch","27.5","28.6","1040.0"
"20","2010","6","Madhya Pradesh","Satna","71.7","74.3","1036.26"
"14","2010","6","Madhya Pradesh","Damoh","50.2","51.9","1033.86"
"706","2015","8","Orissa","Kalahandi","291.63","300.97","1032.03"
"2","2015","14","Chhattisgarh","Bastar","644.56","664.46","1030.87"
"905","2008","2","Bihar","Purnea","308.18","317.25","1029.43"
"7","2010","6","Madhya Pradesh","Jabalpur","151.1","155.0","1025.81"
"164","2015","10","Rajasthan","Udaipur","5.18","5.3","1023.02"
"141","2017","10","Rajasthan","Banswara","28.87","29.52","1022.5"
"910","2015","15","Jharkhand","Santhal Paragana / Dumka","244.19","249.3","1020.93"
"17","2012","6","Madhya Pradesh","Panna","63.64","64.91","1019.96"
"906","2010","2","Bihar","Saran","247.47","252.41","1019.96"
"12","2011","6","Madhya Pradesh","Mandla","198.7","201.8","1015.6"
"5","2015","14","Chhattisgarh","Raigarh","409.45","414.89","1013.29"
"12","2012","6","Madhya Pradesh","Mandla","210.44","212.69","1010.69"
"120","2017","7","Maharashtra","Chandrapur","284.38","287.3","1010.26"
"704","2010","8","Orissa","Dhenkanal","176.24","178.0","1009.99"
"635","2014","18","Himachal Pradesh","Shimla","1.15","1.16","1008.7"
"124","2016","3","Gujarat","Bharuch","22.4","22.58","1008.35"
"215","2009","12","Uttar Pradesh","Banda","54.51","54.96","1008.26"
"917","2015","15","Jharkhand","Singhbhum","263.21","264.71","1005.7"
"13","2016","6","Madhya Pradesh","Sagar","6.0","6.0","1000.0"
"15","2016","6","Madhya Pradesh","Tikamgarh","6.0","6.0","1000.0"
"24","2010","6","Madhya Pradesh","Guna","1.3","1.3","1000.0"
"32","2009","6","Madhya Pradesh","Dewas","0.2","0.2","1000.0"
"32","2010","6","Madhya Pradesh","Dewas","0.2","0.2","1000.0"
"32","2011","6","Madhya Pradesh","Dewas","0.2","0.2","1000.0"
"37","2009","6","Madhya Pradesh","Sehore","5.5","5.5","1000.0"
"39","2010","6","Madhya Pradesh","Vidisha","0.4","0.4","1000.0"
"39","2011","6","Madhya Pradesh","Vidisha","0.4","0.4","1000.0"
"39","2012","6","Madhya Pradesh","Vidisha","0.27","0.27","1000.0"
"42","2010","6","Madhya Pradesh","Shajapur","0.1","0.1","1000.0"
"42","2011","6","Madhya Pradesh","Shajapur","0.1","0.1","1000.0"
"106","2008","7","Maharashtra","Solapur","0.1","0.1","1000.0"
"114","2008","7","Maharashtra","Akola","0.1","0.1","1000.0"
"114","2011","7","Maharashtra","Akola","0.2","0.2","1000.0"
"116","2011","7","Maharashtra","Yeotmal","0.1","0.1","1000.0"
"138","2009","3","Gujarat","Surendranagar","0.6","0.6","1000.0"
"139","2009","10","Rajasthan","Ajmer","0.01","0.01","1000.0"
"139","2012","10","Rajasthan","Ajmer","0.01","0.01","1000.0"
"139","2013","10","Rajasthan","Ajmer","0.01","0.01","1000.0"
"162","2015","10","Rajasthan","Sirohi","0.01","0.01","1000.0"
"163","2009","10","Rajasthan","Tonk","0.01","0.01","1000.0"
"163","2014","10","Rajasthan","Tonk","0.01","0.01","1000.0"
"163","2015","10","Rajasthan","Tonk","0.01","0.01","1000.0"
"630","2008","18","Himachal Pradesh","Kinnaur","0.02","0.02","1000.0"
"630","2009","18","Himachal Pradesh","Kinnaur","0.02","0.02","1000.0"
"630","2010","18","Himachal Pradesh","Kinnaur","0.02","0.02","1000.0"
"630","2011","18","Himachal Pradesh","Kinnaur","0.02","0.02","1000.0"
"630","2012","18","Himachal Pradesh","Kinnaur","0.02","0.02","1000.0"
"635","2008","18","Himachal Pradesh","Shimla","1.21","1.21","1000.0"
"636","2011","18","Himachal Pradesh","Sirmaur","5.62","5.62","1000.0"
"17","2011","6","Madhya Pradesh","Panna","61.3","61.0","995.11"
"14","2012","6","Madhya Pradesh","Damoh","56.3","55.93","993.43"
"100","2013","7","Maharashtra","Dhule","30.2","30.0","993.38"
"910","2009","15","Jharkhand","Santhal Paragana / Dumka","214.25","212.78","993.14"
"907","2009","2","Bihar","Patna","142.71","141.73","993.13"
"77","2012","5","Karnataka","Bidar","4.94","4.88","987.85"
"102","2011","7","Maharashtra","Ahmednagar","7.9","7.8","987.34"
"43","2008","6","Madhya Pradesh","Hoshangabad","17.9","17.62","984.36"
"709","2015","8","Orissa","Mayurbhanja","318.03","312.85","983.71"
"118","2010","7","Maharashtra","Nagpur","71.5","70.3","983.22"
"141","2013","10","Rajasthan","Banswara","30.27","29.75","982.68"
"102","2008","7","Maharashtra","Ahmednagar","9.3","9.1","978.49"
"25","2014","6","Madhya Pradesh","Datia","30.0","29.33","977.67"
"914","2009","15","Jharkhand","Dhanbad","15.93","15.57","977.1"
"708","2011","8","Orissa","Koraput","411.18","400.35","973.66"
"38","2009","6","Madhya Pradesh","Raisen","21.9","21.2","968.04"
"77","2014","5","Karnataka","Bidar","2.06","1.99","966.02"
"100","2008","7","Maharashtra","Dhule","25.8","24.9","965.12"
"916","2009","15","Jharkhand","Ranchi","359.82","347.11","964.68"
"19","2011","6","Madhya Pradesh","Sidhi","87.8","84.5","962.41"
"134","2014","3","Gujarat","Panchmahal","110.17","105.99","962.05"
"17","2010","6","Madhya Pradesh","Panna","53.7","51.6","960.89"
"916","2010","15","Jharkhand","Ranchi","299.39","287.66","960.82"
"21","2010","6","Madhya Pradesh","Shahdol","236.6","227.1","959.85"
"74","2015","5","Karnataka","Dharwad","70.59","67.57","957.22"
"916","2015","15","Jharkhand","Ranchi","370.06","352.66","952.98"
"118","2008","7","Maharashtra","Nagpur","57.5","54.6","949.57"
"74","2016","5","Karnataka","Dharwad","59.82","56.76","948.88"
"18","2015","6","Madhya Pradesh","Rewa","121.0","114.67","947.69"
"29","2011","6","Madhya Pradesh","Ratlam","1.9","1.8","947.37"
"149","2012","10","Rajasthan","Dungarpur","22.73","21.48","945.01"
"100","2015","7","Maharashtra","Dhule","21.2","20.0","943.4"
"102","2010","7","Maharashtra","Ahmednagar","7.5","7.03","937.33"
"902","2013","2","Bihar","Muzaffarpur","294.37","275.92","937.32"
"74","2012","5","Karnataka","Dharwad","79.78","74.7","936.32"
"902","2015","2","Bihar","Muzaffarpur","277.12","258.9","934.25"
"214","2009","12","Uttar Pradesh","Hamirpur","0.3","0.28","933.33"
"709","2010","8","Orissa","Mayurbhanja","284.63","265.38","932.37"
"635","2012","18","Himachal Pradesh","Shimla","1.2","1.11","925.0"
"710","2015","8","Orissa","Phulbani ( Kandhamal )","90.57","83.55","922.49"
"635","2013","18","Himachal Pradesh","Shimla","1.16","1.07","922.41"
"635","2016","18","Himachal Pradesh","Shimla","1.12","1.03","917.26"
"635","2017","18","Himachal Pradesh","Shimla","1.14","1.04","917.25"
"635","2010","18","Himachal Pradesh","Shimla","1.2","1.1","916.67"
"36","2016","6","Madhya Pradesh","Khandwa / East Nimar","8.0","7.33","916.25"
"635","2011","18","Himachal Pradesh","Shimla","1.19","1.09","915.97"
"635","2015","18","Himachal Pradesh","Shimla","1.14","1.04","912.28"
"706","2011","8","Orissa","Kalahandi","313.1","285.25","911.05"
"125","2009","3","Gujarat","Vadodara / Baroda","52.5","47.7","908.57"
"917","2009","15","Jharkhand","Singhbhum","243.21","219.8","903.75"
"901","2010","2","Bihar","Champaran","338.32","303.72","897.73"
"19","2010","6","Madhya Pradesh","Sidhi","102.5","91.3","890.73"
"134","2015","3","Gujarat","Panchmahal","105.67","93.59","885.67"
"16","2013","6","Madhya Pradesh","Chhatarpur","5.37","4.75","884.54"
"901","2009","2","Bihar","Champaran","447.25","394.74","882.59"
"1","2008","14","Chhattisgarh","Durg","803.37","704.09","876.42"
"134","2010","3","Gujarat","Panchmahal","106.7","93.0","871.6"
"33","2012","6","Madhya Pradesh","Dhar","0.76","0.66","868.42"
"16","2011","6","Madhya Pradesh","Chhatarpur","9.1","7.9","868.13"
"635","2009","18","Himachal Pradesh","Shimla","1.21","1.05","867.77"
"146","2009","10","Rajasthan","Bundi","36.15","31.36","867.5"
"16","2014","6","Madhya Pradesh","Chhatarpur","10.0","8.67","867.0"
"38","2013","6","Madhya Pradesh","Raisen","62.69","54.14","863.61"
"32","2012","6","Madhya Pradesh","Dewas","0.14","0.12","857.14"
"77","2015","5","Karnataka","Bidar","1.55","1.32","851.61"
"120","2008","7","Maharashtra","Chandrapur","311.5","264.5","849.12"
"120","2015","7","Maharashtra","Chandrapur","292.4","247.9","847.81"
"24","2009","6","Madhya Pradesh","Guna","1.3","1.1","846.15"
"33","2011","6","Madhya Pradesh","Dhar","1.3","1.1","846.15"
"39","2009","6","Madhya Pradesh","Vidisha","0.6","0.5","833.33"
"41","2011","6","Madhya Pradesh","Rajgarh","0.6","0.5","833.33"
"39","2014","6","Madhya Pradesh","Vidisha","4.0","3.33","832.5"
"913","2010","15","Jharkhand","Hazaribagh","89.57","74.2","828.43"
"908","2009","2","Bihar","Mungair","173.72","143.91","828.4"
"36","2009","6","Madhya Pradesh","Khandwa / East Nimar","10.4","8.6","826.92"
"25","2008","6","Madhya Pradesh","Datia","4.0","3.3","825.0"
"12","2010","6","Madhya Pradesh","Mandla","191.1","157.5","824.18"
"103","2009","7","Maharashtra","Pune","62.6","51.18","817.57"
"41","2012","6","Madhya Pradesh","Rajgarh","0.42","0.34","809.52"
"35","2011","6","Madhya Pradesh","Khargone / West Nimar","3.6","2.9","805.56"
"36","2013","6","Madhya Pradesh","Khandwa / East Nimar","4.88","3.92","803.28"
"41","2010","6","Madhya Pradesh","Rajgarh","0.5","0.4","800.0"
"42","2017","6","Madhya Pradesh","Shajapur","0.05","0.04","800.0"
"35","2012","6","Madhya Pradesh","Khargone / West Nimar","3.09","2.47","799.35"
"13","2011","6","Madhya Pradesh","Sagar","3.4","2.7","794.12"
"1","2009","14","Chhattisgarh","Durg","789.04","622.05","788.37"
"915","2015","15","Jharkhand","Palamau","87.44","68.88","787.74"
"77","2010","5","Karnataka","Bidar","4.93","3.87","784.99"
"607","2008","17","Assam","Lakhimpur","195.78","152.87","780.83"
"149","2011","10","Rajasthan","Dungarpur","22.03","17.13","777.58"
"35","2010","6","Madhya Pradesh","Khargone / West Nimar","4.3","3.3","767.44"
"77","2009","5","Karnataka","Bidar","5.04","3.86","765.87"
"29","2010","6","Madhya Pradesh","Ratlam","1.7","1.3","764.71"
"33","2013","6","Madhya Pradesh","Dhar","0.66","0.5","757.58"
"115","2011","7","Maharashtra","Amarawati","4.1","3.1","756.1"
"34","2015","6","Madhya Pradesh","Jhabua","15.0","11.33","755.33"
"9","2009","6","Madhya Pradesh","Chhindwara","18.8","14.2","755.32"
"91","2013","11","Tamil Nadu","Ramananthapuram","196.9","148.16","752.46"
"23","2008","6","Madhya Pradesh","Shivpuri","8.0","6.01","751.25"
"13","2010","6","Madhya Pradesh","Sagar","6.0","4.5","750.0"
"33","2010","6","Madhya Pradesh","Dhar","1.2","0.9","750.0"
"77","2008","5","Karnataka","Bidar","5.5","4.09","743.64"
"32","2017","6","Madhya Pradesh","Dewas","0.1","0.07","730.0"
"119","2008","7","Maharashtra","Bhandara","363.9","265.4","729.32"
"32","2013","6","Madhya Pradesh","Dewas","0.11","0.08","727.27"
"164","2008","10","Rajasthan","Udaipur","4.32","3.14","727.23"
"8","2008","6","Madhya Pradesh","Balaghat","249.8","181.57","726.86"
"15","2011","6","Madhya Pradesh","Tikamgarh","11.7","8.5","726.5"
"115","2010","7","Maharashtra","Amarawati","3.8","2.76","726.32"
"29","2009","6","Madhya Pradesh","Ratlam","1.8","1.3","722.22"
"6","2009","14","Chhattisgarh","Surguja","376.0","270.74","720.05"
"713","2009","8","Orissa","Sundargarh","206.16","148.31","719.39"
"164","2009","10","Rajasthan","Udaipur","4.83","3.47","718.15"
"134","2008","3","Gujarat","Panchmahal","108.5","77.6","715.21"
"34","2014","6","Madhya Pradesh","Jhabua","16.0","11.34","708.75"
"34","2011","6","Madhya Pradesh","Jhabua","20.9","14.8","708.13"
"120","2009","7","Maharashtra","Chandrapur","264.1","186.42","705.87"
"21","2009","6","Madhya Pradesh","Shahdol","236.0","165.9","702.97"
"110","2016","7","Maharashtra","Beed","0.1","0.07","700.0"
"149","2014","10","Rajasthan","Dungarpur","16.33","11.38","696.88"
"40","2008","6","Madhya Pradesh","Betul","43.0","29.83","693.72"
"77","2011","5","Karnataka","Bidar","6.49","4.46","687.21"
"34","2010","6","Madhya Pradesh","Jhabua","19.9","13.6","683.42"
"14","2009","6","Madhya Pradesh","Damoh","55.6","37.5","674.46"
"149","2015","10","Rajasthan","Dungarpur","16.36","11.02","673.59"
"141","2010","10","Rajasthan","Banswara","27.47","18.49","673.37"
"906","2009","2","Bihar","Saran","275.55","185.16","671.97"
"36","2008","6","Madhya Pradesh","Khandwa / East Nimar","12.0","8.05","670.83"
"32","2014","6","Madhya Pradesh","Dewas","1.0","0.67","670.0"
"33","2014","6","Madhya Pradesh","Dhar","1.0","0.67","670.0"
"41","2014","6","Madhya Pradesh","Rajgarh","1.0","0.67","670.0"
"11","2008","6","Madhya Pradesh","Seoni / Shivani","115.6","77.42","669.72"
"41","2013","6","Madhya Pradesh","Rajgarh","0.36","0.24","666.67"
"115","2016","7","Maharashtra","Amarawati","6.9","4.6","666.67"
"75","2015","5","Karnataka","Belgaum","61.23","40.8","666.34"
"713","2010","8","Orissa","Sundargarh","211.82","140.22","661.98"
